date_submitted,ideal_adoption_timeline,reason_for_adoption,specific_animal,adults_in_home,children_in_home,all_household_agree,allergies,home_owner,home_pet_policy,experience,budget_monthly,budget_emergency,home_alone_avg,home_alone_max,pet_kept,exercise,needs,return_pet,how_heard,outcome_trello_id,City,State,ZIP,animal_type
11/20/2018,few-weeks,myself,FALSE,0,0,yes,no-allergies,myself,NA,"given-to-shelter,had-pet-die,euthanized,grew-up-with",500,2e3,NA,3,inside-only,"walks-on-leash,walks-off-leash,playing-in-my-yard,dog-parks","groom-myself,professional-groomer",becomes-aggressive,NA,5bf4d0a594440481c5ade6b8,EASTON,PA,18040,dog
11/20/2018,few-weeks,"gift,myself",TRUE,1,0,yes,mildly-allergic,myself,NA,"grew-up-with,euthanized",150,3e3,NA,4,inside-only,"walks-on-leash,playing-in-my-yard,another-pet",professional-groomer,none,website,5bf4b003cd831c7b058c73fc,NORTH WALES,PA,19454,dog
11/20/2018,today,myself,TRUE,10,0,yes,no-allergies,myself,NA,currently-have-pet,150,NA,NA,1,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks,another-pet",professional-groomer,none,website,5bf4a2da2da9082c0d51a3c8,POTTSTOWN,PA,19464,dog
11/20/2018,today,"myself,other",TRUE,1,0,yes,mildly-allergic,myself,NA,"had-pet-die,grew-up-with,currently-have-pet",100,1e3,NA,3,"inside-only,supervised-in-my-yard,other","walks-on-leash,walks-off-leash,playing-in-my-yard,another-pet,not-much","professional-groomer,groom-myself","destructive,becomes-aggressive,allergies-appear",other,5bf49bfe652b6561262ff3d6,MOUNTAIN TOP,PA,18707,dog
11/20/2018,today,myself,TRUE,1,0,yes,no-allergies,family-friend,NA,euthanized,200,2e3,NA,3,inside-only,"walks-on-leash,playing-in-my-yard",professional-groomer,none,website,5bf4886087eb52556aea30c6,YEADON,PA,19050,dog
11/20/2018,today,my-kids,TRUE,1,2,yes,no-allergies,landlord,NA,grew-up-with,900,500,NA,NA,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks",professional-groomer,becomes-aggressive,website,5bf47c6349247b3383a3ba4a,UPPER DARBY,PA,19082,dog
11/20/2018,today,myself,FALSE,0,NA,yes,no-allergies,landlord,yes-with-pet-policy,"grew-up-with,lived-with-housemate-pet",500,1e3,3,5,inside-only,"walks-on-leash,jogging-together,dog-parks","professional-groomer,groom-myself",becomes-aggressive,NA,5bf44d0e878bb3080a6fca6a,PHILADELPHIA,PA,19127,dog
11/20/2018,few-weeks,myself,TRUE,1,4,yes,no-allergies,landlord,no-but-pets-allowed,"had-pet-die,euthanized,grew-up-with,currently-have-pet",250,300,3,3,"inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard",professional-groomer,none,facebook,5bf420aa62f6077c2049bf97,DREXEL HILL,PA,19026,dog
11/20/2018,few-months,myself,FALSE,2,0,yes,no-allergies,myself,NA,grew-up-with,400,5e3,4,5,inside-only,"walks-on-leash,walks-off-leash,playing-in-my-yard,dog-parks","groom-myself,professional-groomer",none,NA,5bf414ce19497a47ca842ffa,NORTH BRUNSWICK,NJ,08902,dog
11/21/2018,today,my-kids,TRUE,1,3,yes,no-allergies,myself,NA,currently-have-pet,2e3,2e3,2,3,inside-only,walks-on-leash,professional-groomer,becomes-aggressive,"email,website",5bf6106391b7142217314ee0,RICHBORO,PA,18954,dog
11/21/2018,few-months,"myself,my-kids",TRUE,1,2,yes,no-allergies,myself,NA,"euthanized,grew-up-with,currently-have-pet,lived-with-housemate-pet",200,1e3,5,5,inside-only,"walks-on-leash,playing-in-my-yard,another-pet","professional-groomer,groom-myself",becomes-aggressive,"other,website",5bf5e52a13bde054d70b8d16,PLYMOUTH MEETING,PA,19462,dog
11/21/2018,few-weeks,other,TRUE,0,0,yes,mildly-allergic,myself,NA,"pet-ran-away,euthanized,grew-up-with,currently-have-pet",100,200,6,6,inside-only,"playing-in-my-yard,another-pet,walks-on-leash",professional-groomer,"becomes-aggressive,destructive",email,5bf5cd9304f22a40088d076b,PHILADELPHIA,PA,19153,dog
11/21/2018,few-weeks,myself,FALSE,1,0,yes,no-allergies,myself,NA,"currently-have-pet,had-pet-die",1e3,1500,NA,NA,inside-only,"walks-on-leash,another-pet,playing-in-my-yard",professional-groomer,becomes-aggressive,NA,5bf5b71d67bfc80137db5fb0,BLACKWOOD,NJ,08012,dog
11/21/2018,few-weeks,myself,FALSE,0,0,yes,mildly-allergic,landlord,yes-with-pet-policy,grew-up-with,150,1e3,9,9,inside-only,"walks-on-leash,dog-parks","professional-groomer,groom-myself",none,NA,5bf57edfe59bcc0ff6006b5b,PHILADELPHIA,PA,19103,dog
11/21/2018,few-weeks,myself,FALSE,0,0,yes,no-allergies,myself,NA,currently-have-pet,500,NA,5,5,"inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard",groom-myself,none,NA,5bf516b88933fa1d15153bbb,BELLMAWR,NJ,08031,dog
11/22/2018,few-months,myself,TRUE,1,0,yes,mildly-allergic,myself,NA,"had-pet-die,euthanized,currently-have-pet",500,1e4,3,4,inside-only,"walks-on-leash,another-pet",professional-groomer,"other,none",website,5bf72d42a2bf5a510186294c,BRYN MAWR,PA,19010,dog
11/22/2018,few-months,myself,TRUE,2,0,yes,no-allergies,landlord,no-but-pets-allowed,"euthanized,grew-up-with,lived-with-housemate-pet",150,5e3,8,8,"inside-only,supervised-in-my-yard","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks",professional-groomer,becomes-aggressive,website,5bf722b9f5ff5175063e121f,PHILADELPHIA,PA,19147,dog
11/22/2018,today,myself,TRUE,2,0,yes,no-allergies,family-friend,NA,"had-pet-die,euthanized,grew-up-with,currently-have-pet",200,1e3,NA,NA,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself",none,other,5bf6ff406b01be43d485fdb3,COLLEGEVILLE,PA,19426,dog
11/23/2018,few-weeks,myself,TRUE,1,0,yes,not-sure,myself,NA,"euthanized,grew-up-with",100,300,3,NA,inside-only,walks-on-leash,professional-groomer,"becomes-aggressive,not-housebroken",facebook,5bf888df655ec265833034cf,PHILADELPHIA,PA,19146,dog
11/23/2018,few-months,gift,TRUE,1,0,a-surprise,no-allergies,myself,NA,euthanized,100,500,NA,2,inside-only,"walks-on-leash,playing-in-my-yard,not-much",professional-groomer,none,website,5bf7fa0e4f2cb48c91b169f1,PORT DEPOSIT,MD,21904,dog
11/24/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,grew-up-with,500,1e4,6,6,inside-only,"walks-on-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet",professional-groomer,none,website,5bfa175361f9f105aa552e92,WEST CALDWELL,NJ,07006,dog
11/24/2018,today,"myself,my-kids",TRUE,1,2,yes,no-allergies,landlord,yes-with-pet-policy,grew-up-with,500,3e3,NA,1,"inside-only,crate","walks-on-leash,walks-off-leash,not-much",professional-groomer,becomes-aggressive,website,5bfa0607e0e6a45fbe6d7400,HADDON TOWNSHIP,NJ,08108,dog
11/24/2018,few-weeks,myself,TRUE,1,0,yes,no-allergies,myself,NA,"grew-up-with,euthanized",300,5e3,3,16,"inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard","groom-myself,professional-groomer",none,facebook,5bf9d107adb51a036bffe3f3,YORK,PA,17403,dog
11/24/2018,today,"my-kids,myself",FALSE,1,2,yes,"no-allergies,not-sure",landlord,no-but-pets-allowed,"had-pet-die,lived-with-housemate-pet,grew-up-with",25,25,NA,NA,"inside-only,supervised-in-my-yard","walks-on-leash,walks-off-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself",allergies-appear,NA,5bf9d10839ae345759d626b1,PHILADELPHIA,PA,19133,dog
11/24/2018,few-weeks,"myself,my-kids",FALSE,1,4,yes,mildly-allergic,myself,NA,grew-up-with,75,1e3,8,8,"inside-only,crate,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,dog-parks,walks-off-leash","professional-groomer,groom-myself",allergies-appear,NA,5bf979a3e337692c17f666fc,PHILADELPHIA,PA,19119,dog
11/24/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,grew-up-with,200,300,NA,NA,inside-only,"walks-on-leash,jogging-together,dog-parks,another-pet",professional-groomer,none,other,5bf95ef998e5653106186b4c,DEPTFORD,NJ,08096,dog
11/25/2018,few-months,"myself,my-kids",FALSE,1,1,yes,mildly-allergic,myself,NA,"grew-up-with,lived-with-housemate-pet",300,5e3,0,4,"inside-only,supervised-in-my-yard","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet,not-much",groom-myself,"allergies-appear,becomes-aggressive",NA,5bfb080378e15c887f667be6,WALLINGFORD,PA,19086,dog
11/25/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,euthanized,250,1e3,NA,NA,"inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,dog-parks,another-pet",professional-groomer,becomes-aggressive,other,5bfadd424ebe2b1c2f6350fe,BEL AIR,MD,21014,dog
11/25/2018,today,"myself,my-kids,gift",TRUE,1,2,a-surprise,no-allergies,myself,NA,"grew-up-with,never-lived-or-owned",200,200,NA,NA,"inside-only,supervised-in-my-yard","walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself",none,"website,other",5b9c13daec25be4859069c3e,CAMDEN,NJ,08105,dog
11/25/2018,few-weeks,myself,FALSE,0,0,yes,no-allergies,landlord,no-but-pets-allowed,never-lived-or-owned,100,600,8,NA,inside-only,"walks-on-leash,walks-off-leash,jogging-together,dog-parks,another-pet","professional-groomer,groom-myself","becomes-aggressive,not-housebroken,destructive,jumps-on-furniture",NA,5bfab865a790108a1cb5b1c3,PHILADELPHIA,PA,19146,dog
11/25/2018,few-weeks,myself,TRUE,0,0,yes,no-allergies,myself,NA,"euthanized,grew-up-with,currently-have-pet,had-pet-die,given-to-another",100,5e3,2,2,inside-only,"playing-in-my-yard,another-pet,walks-on-leash",groom-myself,none,website,5bfa33bc08a0a103cd6e4ef9,NORRISTOWN,PA,19401,dog
11/26/2018,today,"myself,other,my-kids",TRUE,1,1,yes,no-allergies,myself,NA,"grew-up-with,currently-have-pet",600,2e3,1,3,"inside-only,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,dog-parks,another-pet",groom-myself,none,"email,other",5bfcbab0aa52131479df667c,HAFIELD,PA,19440,dog
11/26/2018,few-weeks,myself,FALSE,1,0,yes,no-allergies,landlord,yes-with-pet-policy,"grew-up-with,currently-have-pet",250,1e3,1,3,inside-only,"walks-on-leash,dog-parks,another-pet",professional-groomer,becomes-aggressive,NA,5bfca5bcf3e65167cbc27714,PHILADELPHIA,PA,19148,dog
11/26/2018,few-weeks,"myself,my-kids",FALSE,1,4,yes,no-allergies,myself,NA,grew-up-with,500,1e3,2,2,inside-only,"walks-on-leash,jogging-together,playing-in-my-yard,dog-parks",professional-groomer,none,NA,5bfc9e9252a0172671ce46ba,PHILADELPHIA,PA,19111,dog
11/26/2018,few-weeks,"myself,other",FALSE,1,0,yes,mildly-allergic,family-friend,NA,"euthanized,grew-up-with,lived-with-housemate-pet,given-to-another",400,2500,5,8,inside-only,"walks-on-leash,dog-parks,walks-off-leash,playing-in-my-yard","professional-groomer,groom-myself","becomes-aggressive,other,none",NA,5bfc6b8f50091b0a87c910da,PHILADELPHIA,PA,19146,dog
11/26/2018,few-months,myself,FALSE,0,0,yes,no-allergies,landlord,no-but-pets-allowed,"grew-up-with,euthanized",1e3,5e3,7,7,"inside-only,other","walks-on-leash,walks-off-leash,jogging-together,dog-parks,another-pet",professional-groomer,becomes-aggressive,NA,5bfc59e6acc0468b43397ca2,PHILADELPHIA,PA,19103,dog
11/26/2018,few-weeks,"my-kids,myself,gift",TRUE,0,1,"yes,a-surprise",no-allergies,landlord,NA,"grew-up-with,lived-with-housemate-pet",200,200,4,NA,inside-only,"walks-on-leash,jogging-together,dog-parks","professional-groomer,groom-myself",none,website,5bfc550143052a7fb7b5ff9b,BUFFALO,NY,14204,dog
11/26/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,"grew-up-with,given-to-another",500,5e3,7,7,inside-only,"walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard","groom-myself,professional-groomer","allergies-appear,becomes-aggressive,not-housebroken",NA,5bfc52e8586aef84a0c38fdf,HUNTINGDON VALLEY,PA,19006,dog
11/26/2018,today,other,TRUE,1,2,yes,no-allergies,myself,NA,"had-pet-die,euthanized,grew-up-with,currently-have-pet",500,2e3,NA,3,inside-only,"walks-on-leash,walks-off-leash,playing-in-my-yard,another-pet",groom-myself,not-housebroken,email,5bfc37101b81b25c949b40ac,POTTSTOWN,PA,19464,dog
11/26/2018,today,other,TRUE,1,0,yes,no-allergies,family-friend,NA,"currently-have-pet,grew-up-with,euthanized",1500,2e3,NA,1,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks,another-pet",groom-myself,none,website,5bfc315d1d67ce458bebcc45,PHILADELPHIA,PA,19149,dog
11/26/2018,few-weeks,"my-kids,myself",TRUE,2,3,yes,no-allergies,landlord,yes-with-pet-policy,grew-up-with,200,100,NA,NA,inside-only,"walks-on-leash,jogging-together,playing-in-my-yard,dog-parks",professional-groomer,none,"event,website",5bfc13e0df96b668d2781336,PHILADELPHIA,PA,19124,dog
11/26/2018,today,my-kids,TRUE,1,1,yes,no-allergies,landlord,yes-with-pet-policy,grew-up-with,500,1e3,NA,NA,inside-only,"walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet",professional-groomer,none,website,5bfc1043b713fc38f1b537cd,PHILADELPHIA,PA,19135,dog
11/26/2018,few-months,gift,FALSE,1,0,yes,no-allergies,myself,NA,"grew-up-with,currently-have-pet,had-pet-die",230,1500,NA,NA,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks,another-pet",professional-groomer,"allergies-appear,becomes-aggressive",NA,5bfc023cedba384bb6a51f40,PHILADELPHIA,PA,19146,dog
11/27/2018,today,other,TRUE,3,2,yes,no-allergies,myself,NA,"grew-up-with,euthanized",200,200,NA,2,inside-only,walks-on-leash,professional-groomer,none,website,5bfdeffa64dbf888a388232f,MORTON,PA,19070,dog
11/27/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,never-lived-or-owned,300,500,NA,2,inside-only,"walks-on-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself",none,website,5bfdba89533e7f70d7ee2bb2,COLLINGSWOOD,NJ,08107,dog
11/27/2018,today,myself,TRUE,2,0,yes,no-allergies,landlord,no-but-pets-allowed,"grew-up-with,lived-with-housemate-pet",100,1e3,8,8,"supervised-in-my-yard,inside-only","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks",professional-groomer,becomes-aggressive,website,5bfd95ed7839f4733c5f0352,PHILADELPHIA,PA,19121,dog
11/27/2018,few-weeks,myself,FALSE,1,1,yes,no-allergies,myself,NA,lived-with-housemate-pet,1e3,NA,5,5,inside-only,"playing-in-my-yard,jogging-together,walks-off-leash,walks-on-leash",professional-groomer,none,NA,5bfd949ca5692a669705967c,PENNSAUKEN,NJ,08052,dog
11/27/2018,few-weeks,"protection,myself",FALSE,5,0,yes,no-allergies,family-friend,NA,grew-up-with,300,500,NA,NA,inside-only,"walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet,not-much",professional-groomer,becomes-aggressive,NA,5bfd88949623de81d19386b8,NEWTOWN,PA,18940,dog
11/27/2018,few-months,my-kids,FALSE,2,2,yes,very-allergic,myself,NA,"given-to-another,grew-up-with,lived-with-housemate-pet",150,200,NA,NA,inside-only,"walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,another-pet,dog-parks","professional-groomer,groom-myself",none,NA,NA,PHILADELPHIA,PA,19144,dog
11/27/2018,today,other,FALSE,3,0,yes,no-allergies,myself,NA,"had-pet-die,grew-up-with,currently-have-pet",200,700,6,NA,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks",professional-groomer,none,NA,5bfd6c455572ed4f200b0f01,PHILADELPHIA,PA,19119,dog
11/27/2018,few-weeks,myself,TRUE,4,1,yes,no-allergies,family-friend,NA,"grew-up-with,currently-have-pet",300,5e3,NA,3,inside-only,"walks-on-leash,playing-in-my-yard",professional-groomer,none,event,5bfd6a3fa2033c1bccfbbae8,WATERFORD WORKS,NJ,08089,dog
11/28/2018,today,myself,TRUE,1,1,yes,no-allergies,landlord,NA,"grew-up-with,currently-have-pet",60,100,NA,NA,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks",professional-groomer,none,website,5bff55daf53eb741da1b1088,PHILADELPHIA,PA,19147,dog
11/28/2018,few-weeks,"other,myself",FALSE,1,1,a-surprise,no-allergies,family-friend,NA,"pet-ran-away,given-to-another,grew-up-with,lived-with-housemate-pet",300,900,6,NA,"inside-only,outside-only,supervised-in-my-yard","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks",professional-groomer,allergies-appear,NA,NA,UPPER DARBY,PA,19082,dog
11/28/2018,few-months,myself,FALSE,0,0,yes,no-allergies,myself,NA,"grew-up-with,lived-with-housemate-pet",150,5e3,6,8,inside-only,"walks-on-leash,dog-parks","professional-groomer,groom-myself",none,NA,5bfee888db6f960315d1f523,PHILADELPHIA,PA,19145,dog
11/28/2018,few-weeks,my-kids,TRUE,1,2,yes,no-allergies,myself,NA,never-lived-or-owned,200,500,NA,NA,inside-only,"walks-on-leash,dog-parks,walks-off-leash",professional-groomer,none,"website,other",5bfee02bb148694e227b5051,PHILADELPHIA,PA,19134,dog
11/28/2018,today,my-kids,FALSE,1,2,yes,no-allergies,myself,NA,currently-have-pet,100,400,8,8,inside-only,"walks-on-leash,dog-parks,another-pet",professional-groomer,none,NA,5bfed149883ad98815f27b3b,PHILADELPHIA,PA,19124,dog
11/28/2018,few-weeks,myself,TRUE,1,0,yes,no-allergies,family-friend,NA,"euthanized,currently-have-pet",200,3e3,4,6,inside-only,"walks-on-leash,dog-parks","professional-groomer,groom-myself",allergies-appear,other,5bfecdcac3e8331b5d7ae727,PHILADELPHIA,PA,19146,dog
11/28/2018,few-weeks,myself,FALSE,0,0,yes,no-allergies,landlord,yes-with-pet-policy,"grew-up-with,lived-with-housemate-pet,had-pet-die",500,1e4,6,6,inside-only,"walks-on-leash,jogging-together,dog-parks,another-pet","professional-groomer,groom-myself",none,NA,5bfebdd10726c28222af3b14,PHILADELPHIA,PA,19103,dog
11/28/2018,few-weeks,"myself,my-kids",TRUE,0,2,yes,mildly-allergic,myself,NA,"grew-up-with,currently-have-pet",30,500,3,8,"inside-only,crate,supervised-in-my-yard","walks-on-leash,playing-in-my-yard,another-pet,dog-parks",professional-groomer,none,"other,website",5bfe9b92d634aa6d4ade4353,EFFORT,PA,18330,dog
11/29/2018,few-weeks,my-kids,TRUE,2,2,yes,no-allergies,myself,NA,grew-up-with,60,400,NA,3,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks,another-pet",professional-groomer,none,website,5c00baf2c1354c509479413c,PHILADELPHIA,PA,19138,dog
11/29/2018,few-weeks,"myself,my-kids",FALSE,2,2,yes,mildly-allergic,myself,NA,"euthanized,lived-with-housemate-pet",200,1e3,NA,NA,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks,not-much","professional-groomer,groom-myself","destructive,becomes-aggressive,not-housebroken",NA,5c00b4ba20a846058ab4d594,TRENTON,NJ,08618,dog
11/29/2018,few-weeks,myself,TRUE,1,1,yes,no-allergies,landlord,yes-with-pet-policy,"grew-up-with,currently-have-pet",300,5e3,8,9,inside-only,"walks-on-leash,dog-parks",professional-groomer,none,other,5c00b3816d41672f9787509a,PHILADELPHIA,PA,19148,dog
11/29/2018,few-weeks,myself,TRUE,2,0,yes,mildly-allergic,myself,NA,grew-up-with,200,900,2,2,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks",professional-groomer,becomes-aggressive,other,5c00b270ea68014a1b12e755,NEW BRIGHTON,PA,15066,dog
11/29/2018,few-weeks,"myself,my-kids",FALSE,0,1,yes,no-allergies,myself,NA,never-lived-or-owned,30,300,7,8,"supervised-in-my-yard,inside-only","walks-on-leash,playing-in-my-yard,not-much",professional-groomer,becomes-aggressive,NA,5c0075562cc5020a04d936e7,PHILADELPHIA,PA,19111,dog
11/29/2018,few-weeks,myself,TRUE,1,0,yes,no-allergies,myself,NA,"given-to-shelter,euthanized,grew-up-with,currently-have-pet,lived-with-housemate-pet",75,400,8,8,"inside-only,crate,supervised-in-my-yard","walks-on-leash,walks-off-leash,playing-in-my-yard,dog-parks,another-pet",groom-myself,"becomes-aggressive,not-housebroken",website,5c00500018016f4c5db55828,DREXEL HILL,PA,19026,dog
11/29/2018,few-weeks,myself,TRUE,2,0,yes,no-allergies,family-friend,NA,"euthanized,grew-up-with",500,5e3,8,8,inside-only,"walks-on-leash,playing-in-my-yard,dog-parks",no-grooming,none,website,5c004acb3386c50da3ea576e,PHILADELPHIA,PA,19145,dog
11/29/2018,few-weeks,my-kids,TRUE,3,3,yes,no-allergies,myself,NA,"currently-have-pet,grew-up-with",40,500,3,3,inside-only,"another-pet,dog-parks,playing-in-my-yard,walks-on-leash",professional-groomer,becomes-aggressive,website,5c004106abf8126b973f3cb9,PHILADELPHIA,PA,19145,dog
11/29/2018,few-weeks,myself,FALSE,0,0,yes,no-allergies,landlord,no-but-pets-allowed,"had-pet-die,euthanized,grew-up-with,lived-with-housemate-pet",300,1e3,4,8,inside-only,"walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet",groom-myself,none,NA,5c0038b2a44d628e67238450,PHILADELPHIA,PA,19146,dog
11/29/2018,few-weeks,myself,FALSE,1,2,yes,no-allergies,myself,NA,"euthanized,grew-up-with,pet-ran-away",200,2e3,6,NA,inside-only,"walks-on-leash,playing-in-my-yard,another-pet,dog-parks","groom-myself,professional-groomer",becomes-aggressive,NA,5c0033eefed5bc51d02947c7,PHILADELPHIA,PA,19111,dog
11/29/2018,few-weeks,myself,FALSE,1,0,yes,no-allergies,landlord,yes-with-pet-policy,"currently-have-pet,grew-up-with,had-pet-die,lived-with-housemate-pet,euthanized",400,2e3,4,6,inside-only,"walks-on-leash,dog-parks,another-pet",professional-groomer,none,NA,5c0015fdfc830a56fe68532f,CHERRY HILL,NJ,08002,dog
11/29/2018,few-weeks,myself,TRUE,2,0,yes,no-allergies,myself,NA,"grew-up-with,euthanized",120,500,NA,8,"inside-only,crate","playing-in-my-yard,another-pet,not-much","professional-groomer,groom-myself",becomes-aggressive,website,5c000595cd1d4a212f69e1ae,PHILADELPHIA,PA,19128,dog
11/29/2018,few-weeks,"myself,my-kids",TRUE,2,2,yes,no-allergies,family-friend,NA,"grew-up-with,currently-have-pet",200,200,3,3,inside-only,"walks-on-leash,dog-parks","professional-groomer,groom-myself",none,website,5bfffd0f3489ac44cf9a8013,PHILADELPHIA,PA,19143,dog
11/29/2018,few-months,myself,FALSE,0,0,yes,no-allergies,landlord,yes-with-pet-policy,"currently-have-pet,grew-up-with",300,1600,8,9,inside-only,"walks-on-leash,jogging-together,another-pet,not-much",professional-groomer,becomes-aggressive,NA,5bfff0fde6641e321d8c2ae4,PHILADELPHIA,PA,19130,dog
11/29/2018,few-months,other,TRUE,2,0,a-surprise,very-allergic,family-friend,NA,grew-up-with,700,NA,NA,4,"inside-only,supervised-in-my-yard","walks-on-leash,not-much,dog-parks,another-pet,walks-off-leash",professional-groomer,"none,moving-too-far",website,5bff7ff910799451977521e1,NEWTOWN,PA,18940,dog
11/30/2018,few-weeks,myself,FALSE,0,1,yes,no-allergies,landlord,yes-with-pet-policy,given-to-another,100,500,8,9,inside-only,"walks-on-leash,walks-off-leash,dog-parks",professional-groomer,none,NA,5c0200b6f464fb79ea844acf,NEWARK,DE,19702,dog
11/30/2018,few-weeks,myself,TRUE,2,0,yes,no-allergies,landlord,yes-with-pet-policy,"had-pet-die,grew-up-with",180,470,7,8,inside-only,"walks-on-leash,dog-parks,not-much",professional-groomer,becomes-aggressive,website,5c019eb22efd941cf34c7176,KING OF PRUSSIA,PA,19406,dog
11/30/2018,few-weeks,myself,TRUE,1,0,yes,no-allergies,landlord,no-but-pets-allowed,"grew-up-with,lived-with-housemate-pet",200,800,5,7,inside-only,"walks-on-leash,dog-parks",professional-groomer,none,website,5c018e772d1e4d018197fe6c,PHILADELPHIA,PA,19125,dog
11/30/2018,few-months,"myself,other",FALSE,3,0,yes,no-allergies,landlord,yes-with-pet-policy,"grew-up-with,currently-have-pet",500,1e3,1,2,inside-only,"walks-on-leash,walks-off-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself","destructive,becomes-aggressive",NA,5c018565f179ea7e20d94996,PHILADELPHIA,PA,19143,dog
11/30/2018,few-weeks,myself,TRUE,0,0,yes,no-allergies,landlord,yes-with-pet-policy,"grew-up-with,lived-with-housemate-pet",650,2e3,2,5,inside-only,"walks-on-leash,dog-parks,another-pet,jogging-together","professional-groomer,groom-myself",none,"website,insta",5c016c481a39648dd3374097,PHILADELPHIA,PA,19102,dog
11/30/2018,few-weeks,myself,TRUE,0,0,yes,no-allergies,myself,NA,grew-up-with,50,1e3,9,12,inside-only,"walks-on-leash,jogging-together,not-much","professional-groomer,no-grooming","destructive,becomes-aggressive",website,5c01472e4b098b749c528c43,PHILADELPHIA,PA,19149,dog
11/30/2018,today,"myself,my-kids",TRUE,1,1,yes,no-allergies,myself,NA,grew-up-with,100,500,8,8,inside-only,"walks-on-leash,walks-off-leash,not-much",no-grooming,none,website,5c0141974abf6c1d7e0d557f,ROYERSFORD,PA,19468,dog
11/30/2018,today,myself,TRUE,1,0,yes,no-allergies,myself,NA,"euthanized,grew-up-with,currently-have-pet",150,2e3,NA,NA,inside-only,"walks-on-leash,walks-off-leash,playing-in-my-yard,dog-parks,another-pet","professional-groomer,groom-myself","becomes-aggressive,none","website,insta",5c00d229e543e13868df40bd,HAVERTOWN,PA,19083,dog
12/01/2018,today,my-kids,TRUE,1,3,yes,no-allergies,landlord,yes-with-pet-policy,currently-have-pet,500,2e3,2,2,inside-only,"walks-off-leash,playing-in-my-yard",professional-groomer,not-allowed-new-living-space,website,5c03512a57759a1d233e9015,MOORESTOWN,NJ,08057,dog
12/01/2018,today,"myself,my-kids",TRUE,0,2,yes,no-allergies,myself,NA,"grew-up-with,currently-have-pet",150,350,NA,NA,"inside-only,supervised-in-my-yard","walks-on-leash,jogging-together,playing-in-my-yard,dog-parks,another-pet",no-grooming,becomes-aggressive,NA,5c032aefc88b1d549910adac,PHILADELPHIA,PA,19141,dog
12/01/2018,few-weeks,myself,TRUE,2,0,yes,no-allergies,landlord,no-but-pets-allowed,"given-to-another,grew-up-with,lived-with-housemate-pet",100,1e3,0,6,"inside-only,supervised-in-my-yard","walks-on-leash,jogging-together,dog-parks",professional-groomer,becomes-aggressive,website,5bf722b9f5ff5175063e121f,PHILADELPHIA,PA,19147,dog
12/01/2018,few-weeks,myself,TRUE,1,0,yes,no-allergies,myself,NA,grew-up-with,100,100,NA,NA,inside-only,walks-on-leash,groom-myself,moving-too-far,other,5c02a375a02c01831cbc2a72,PHILADELPHIA,PA,19143,dog
12/01/2018,few-months,"myself,my-kids",FALSE,1,1,yes,no-allergies,myself,NA,"euthanized,grew-up-with,had-pet-die",250,2e3,8,8,inside-only,"walks-on-leash,dog-parks",groom-myself,none,NA,5c029ea54ce2ae8473b8590b,PHILADELPHIA,PA,19130,dog
12/02/2018,today,"myself,my-kids,protection",TRUE,3,2,yes,no-allergies,myself,NA,"euthanized,grew-up-with",40,100,NA,4,inside-only,walks-on-leash,"professional-groomer,groom-myself",none,NA,5c0f0217ef36692571b58494,DOYLESTOWN,PA,18901,dog
